Suburb,Address,Rooms,Type,Price,Date,Postcode,Regionname,Propertycount,Distance,CouncilArea,address,latitude,longitude,geometry,School_Name,School_Rank
Kew East,8 Cole Av,4,h,2438000.0,15/09/2018,3102,Southern Metropolitan,2671,7.3,Boroondara City Council,"8 Cole Av,Kew East,3102,Victoria,Australia",-37.7949175,145.04299709999998,POINT (145.0429971 -37.7949175),Kew High School,29
Balwyn North,42 Maud St,3,h,1480000.0,15/10/2016,3104,Southern Metropolitan,7809,9.7,Boroondara City Council,"42 Maud St,Balwyn North,3104,Victoria,Australia",-37.794725799999995,145.067496,POINT (145.067496 -37.79472579999999),Kew High School,29
Deepdene,1/962 Burke Rd,2,h,1000000.0,15/10/2016,3103,Southern Metropolitan,892,7.9,Boroondara City Council,"1/962 Burke Rd,Deepdene,3103,Victoria,Australia",-37.8089288,145.06096000000002,POINT (145.06096 -37.8089288),Kew High School,29
Kew,3/75 Alfred St,2,u,672000.0,15/10/2016,3101,Southern Metropolitan,10331,5.4,Boroondara City Council,"3/75 Alfred St,Kew,3101,Victoria,Australia",-37.8106678,145.0521726,POINT (145.0521726 -37.8106678),Kew High School,29
Kew,33 Argyle Rd,4,h,2286000.0,15/10/2016,3101,Southern Metropolitan,10331,5.4,Boroondara City Council,"33 Argyle Rd,Kew,3101,Victoria,Australia",-37.8042045,145.0580434,POINT (145.0580434 -37.8042045),Kew High School,29
Kew,71 Peel St,3,h,1575000.0,15/10/2016,3101,Southern Metropolitan,10331,5.4,Boroondara City Council,"71 Peel St,Kew,3101,Victoria,Australia",-37.7970994,145.0345174,POINT (145.0345174 -37.7970994),Kew High School,29
Kew,11/48 Princess St,2,u,590000.0,15/10/2016,3101,Southern Metropolitan,10331,5.4,Boroondara City Council,"11/48 Princess St,Kew,3101,Victoria,Australia",-37.7996977,145.03018480000003,POINT (145.0301848 -37.7996977),Kew High School,29
Kew,76 Walpole St,2,h,1507000.0,15/10/2016,3101,Southern Metropolitan,10331,5.4,Boroondara City Council,"76 Walpole St,Kew,3101,Victoria,Australia",-37.802408500000006,145.0321172,POINT (145.0321172 -37.80240850000001),Kew High School,29
Kew East,7 Violet Gr,4,h,1830000.0,15/10/2016,3102,Southern Metropolitan,2671,7.3,Boroondara City Council,"7 Violet Gr,Kew East,3102,Victoria,Australia",-37.7996196,145.0578607,POINT (145.0578607 -37.7996196),Kew High School,29
Kew East,33a Westbrook St,3,h,1300000.0,15/10/2016,3102,Southern Metropolitan,2671,7.3,Boroondara City Council,"33a Westbrook St,Kew East,3102,Victoria,Australia",-37.7960999,145.0526695,POINT (145.0526695 -37.7960999),Kew High School,29
Kew East,44 Westbrook St,3,h,1880000.0,15/10/2016,3102,Southern Metropolitan,2671,7.3,Boroondara City Council,"44 Westbrook St,Kew East,3102,Victoria,Australia",-37.7960999,145.0526695,POINT (145.0526695 -37.7960999),Kew High School,29
Kew,178 Peel St,5,h,2650000.0,16/04/2016,3101,Southern Metropolitan,10331,5.4,Boroondara City Council,"178 Peel St,Kew,3101,Victoria,Australia",-37.7970994,145.0345174,POINT (145.0345174 -37.7970994),Kew High School,29
Kew,2/147 Willsmere Rd,3,h,972500.0,16/04/2016,3101,Southern Metropolitan,10331,5.4,Boroondara City Council,"2/147 Willsmere Rd,Kew,3101,Victoria,Australia",-37.795877600000004,145.0358108,POINT (145.0358108 -37.7958776),Kew High School,29
Kew East,62 Munro St,4,h,2081000.0,16/04/2016,3102,Southern Metropolitan,2671,7.3,Boroondara City Council,"62 Munro St,Kew East,3102,Victoria,Australia",-37.7902107,145.06252980000002,POINT (145.0625298 -37.7902107),Kew High School,29
Balwyn North,13 Libra St,4,h,1300000.0,16/06/2018,3104,Southern Metropolitan,7809,9.7,Boroondara City Council,"13 Libra St,Balwyn North,3104,Victoria,Australia",-37.7844466,145.06993630000002,POINT (145.0699363 -37.7844466),Kew High School,29
Kew,5 Locksley Av,4,h,2200000.0,16/06/2018,3101,Southern Metropolitan,10331,5.4,Boroondara City Council,"5 Locksley Av,Kew,3101,Victoria,Australia",-37.8059856,145.0560165,POINT (145.0560165 -37.8059856),Kew High School,29
Kew,3/1 Marshall Av,3,t,1950000.0,16/06/2018,3101,Southern Metropolitan,10331,5.4,Boroondara City Council,"3/1 Marshall Av,Kew,3101,Victoria,Australia",-37.806698100000006,145.04659719999998,POINT (145.0465972 -37.80669810000001),Kew High School,29
Kew,2/177 Peel St,2,u,727000.0,16/06/2018,3101,Southern Metropolitan,10331,5.4,Boroondara City Council,"2/177 Peel St,Kew,3101,Victoria,Australia",-37.7970994,145.0345174,POINT (145.0345174 -37.7970994),Kew High School,29
Ivanhoe East,21 Wilfred Rd,3,h,1651000.0,16/07/2016,3079,Eastern Metropolitan,1554,7.8,Banyule City Council,"21 Wilfred Rd,Ivanhoe East,3079,Victoria,Australia",-37.7749955,145.0534456,POINT (145.0534456 -37.7749955),Kew High School,29
Balwyn,1/4 Birtles Ct,4,h,2220000.0,16/09/2017,3103,Southern Metropolitan,5682,7.9,Boroondara City Council,"1/4 Birtles Ct,Balwyn,3103,Victoria,Australia",-37.8024033,145.06632209999998,POINT (145.0663221 -37.8024033),Kew High School,29
Balwyn North,3/38 Severn St,2,u,905000.0,16/09/2017,3104,Southern Metropolitan,7809,9.7,Boroondara City Council,"3/38 Severn St,Balwyn North,3104,Victoria,Australia",-37.79317,145.0703349,POINT (145.0703349 -37.79317),Kew High School,29
Kew,14 Atkins St,4,h,2375000.0,16/09/2017,3101,Southern Metropolitan,10331,5.4,Boroondara City Council,"14 Atkins St,Kew,3101,Victoria,Australia",-37.808499499999996,145.0449397,POINT (145.0449397 -37.8084995),Kew High School,29
Kew,3/11 Davis St,2,u,625000.0,16/09/2017,3101,Southern Metropolitan,10331,5.4,Boroondara City Council,"3/11 Davis St,Kew,3101,Victoria,Australia",-37.809674,145.0467431,POINT (145.0467431 -37.809674),Kew High School,29
Kew,117 Edgevale Rd,3,h,1380000.0,16/09/2017,3101,Southern Metropolitan,10331,5.4,Boroondara City Council,"117 Edgevale Rd,Kew,3101,Victoria,Australia",-37.8094859,145.04361219999998,POINT (145.0436122 -37.8094859),Kew High School,29
Kew,13 Ermington Pl,6,h,2070000.0,16/09/2017,3101,Southern Metropolitan,10331,5.4,Boroondara City Council,"13 Ermington Pl,Kew,3101,Victoria,Australia",-37.8079566,145.0405372,POINT (145.0405372 -37.8079566),Kew High School,29
Kew,2/17 Marshall Av,3,h,1950000.0,16/09/2017,3101,Southern Metropolitan,10331,5.4,Boroondara City Council,"2/17 Marshall Av,Kew,3101,Victoria,Australia",-37.806698100000006,145.04659719999998,POINT (145.0465972 -37.80669810000001),Kew High School,29
Kew,8 Moreton Cl,4,h,2050000.0,16/09/2017,3101,Southern Metropolitan,10331,5.4,Boroondara City Council,"8 Moreton Cl,Kew,3101,Victoria,Australia",-37.7950357,145.02652690000002,POINT (145.0265269 -37.7950357),Kew High School,29
Kew,3/9 Peel St,2,u,920000.0,16/09/2017,3101,Southern Metropolitan,10331,5.4,Boroondara City Council,"3/9 Peel St,Kew,3101,Victoria,Australia",-37.7970994,145.0345174,POINT (145.0345174 -37.7970994),Kew High School,29
Kew,130 Sackville St,5,h,5065000.0,16/09/2017,3101,Southern Metropolitan,10331,5.4,Boroondara City Council,"130 Sackville St,Kew,3101,Victoria,Australia",-37.8141506,145.05981369999998,POINT (145.0598137 -37.8141506),Kew High School,29
Kew,5 Stoke Av,5,h,5580000.0,16/09/2017,3101,Southern Metropolitan,10331,5.4,Boroondara City Council,"5 Stoke Av,Kew,3101,Victoria,Australia",-37.807846600000005,145.0601499,POINT (145.0601499 -37.8078466),Kew High School,29
Kew East,115 Belford Rd,3,h,1650000.0,16/09/2017,3102,Southern Metropolitan,2671,7.3,Boroondara City Council,"115 Belford Rd,Kew East,3102,Victoria,Australia",-37.7945362,145.04771409999998,POINT (145.0477141 -37.7945362),Kew High School,29
Kew East,50 Windella Av,3,h,2125000.0,16/09/2017,3102,Southern Metropolitan,2671,7.3,Boroondara City Council,"50 Windella Av,Kew East,3102,Victoria,Australia",-37.7953021,145.0503419,POINT (145.0503419 -37.7953021),Kew High School,29
Kew East,5 Woodlands Av,2,h,1325000.0,16/09/2017,3102,Southern Metropolitan,2671,7.3,Boroondara City Council,"5 Woodlands Av,Kew East,3102,Victoria,Australia",-37.796372,145.0574329,POINT (145.0574329 -37.796372),Kew High School,29
Kew East,22 Woolcock Av,3,h,1975000.0,16/09/2017,3102,Southern Metropolitan,2671,7.3,Boroondara City Council,"22 Woolcock Av,Kew East,3102,Victoria,Australia",-37.7951714,145.0452768,POINT (145.0452768 -37.7951714),Kew High School,29
Balwyn North,2/82 Doncaster Rd,2,u,555500.0,16/12/2017,3104,Southern Metropolitan,7809,9.7,Boroondara City Council,"2/82 Doncaster Rd,Balwyn North,3104,Victoria,Australia",-37.7929552,145.06727949999998,POINT (145.0672795 -37.7929552),Kew High School,29
Balwyn North,1/49 Hatfield St,3,u,1451000.0,16/12/2017,3104,Southern Metropolitan,7809,9.7,Boroondara City Council,"1/49 Hatfield St,Balwyn North,3104,Victoria,Australia",-37.793053799999996,145.0665898,POINT (145.0665898 -37.7930538),Kew High School,29
Deepdene,6 Belmont Av,4,h,3680000.0,16/12/2017,3103,Southern Metropolitan,892,7.9,Boroondara City Council,"6 Belmont Av,Deepdene,3103,Victoria,Australia",-37.811537200000004,145.0703757,POINT (145.0703757 -37.8115372),Kew High School,29
Deepdene,914 Burke Rd,5,h,3080000.0,16/12/2017,3103,Southern Metropolitan,892,7.9,Boroondara City Council,"914 Burke Rd,Deepdene,3103,Victoria,Australia",-37.8089288,145.06096000000002,POINT (145.06096 -37.8089288),Kew High School,29
Ivanhoe East,34 Cedric St,2,h,1432000.0,16/12/2017,3079,Eastern Metropolitan,1554,7.8,Banyule City Council,"34 Cedric St,Ivanhoe East,3079,Victoria,Australia",-37.7737445,145.05614609999998,POINT (145.0561461 -37.7737445),Kew High School,29
Kew,1A Glendene Av,3,h,1760000.0,16/12/2017,3101,Southern Metropolitan,10331,5.4,Boroondara City Council,"1A Glendene Av,Kew,3101,Victoria,Australia",-37.8071112,145.05398799999998,POINT (145.053988 -37.8071112),Kew High School,29
Kew,1/325 High St,1,u,505000.0,16/12/2017,3101,Southern Metropolitan,10331,5.4,Boroondara City Council,"1/325 High St,Kew,3101,Victoria,Australia",-37.8011956,145.04630840000002,POINT (145.0463084 -37.8011956),Kew High School,29
Kew East,21 Baker Av,5,h,2300000.0,16/12/2017,3102,Southern Metropolitan,2671,7.3,Boroondara City Council,"21 Baker Av,Kew East,3102,Victoria,Australia",-37.792286600000004,145.0446176,POINT (145.0446176 -37.7922866),Kew High School,29
Kew East,47 Bennett Pde,3,h,1702000.0,16/12/2017,3102,Southern Metropolitan,2671,7.3,Boroondara City Council,"47 Bennett Pde,Kew East,3102,Victoria,Australia",-37.795058000000004,145.06072949999998,POINT (145.0607295 -37.795058),Kew High School,29
Kew East,1/20 Hartwood St,3,h,1150000.0,16/12/2017,3102,Southern Metropolitan,2671,7.3,Boroondara City Council,"1/20 Hartwood St,Kew East,3102,Victoria,Australia",-37.7962646,145.0539166,POINT (145.0539166 -37.7962646),Kew High School,29
Kew,1/82 Cobden St,3,h,1250000.0,17/02/2018,3101,Southern Metropolitan,10331,5.4,Boroondara City Council,"1/82 Cobden St,Kew,3101,Victoria,Australia",-37.8049465,145.0355601,POINT (145.0355601 -37.8049465),Kew High School,29
Kew,2/9 Peel St,2,u,801000.0,17/02/2018,3101,Southern Metropolitan,10331,5.4,Boroondara City Council,"2/9 Peel St,Kew,3101,Victoria,Australia",-37.7970994,145.0345174,POINT (145.0345174 -37.7970994),Kew High School,29
Kew East,11 Irymple Av,4,h,2025000.0,17/02/2018,3102,Southern Metropolitan,2671,7.3,Boroondara City Council,"11 Irymple Av,Kew East,3102,Victoria,Australia",-37.7927888,145.0581585,POINT (145.0581585 -37.7927888),Kew High School,29
Balwyn North,2/26 Maud St,2,h,875000.0,17/03/2018,3104,Southern Metropolitan,7809,9.7,Boroondara City Council,"2/26 Maud St,Balwyn North,3104,Victoria,Australia",-37.794725799999995,145.067496,POINT (145.067496 -37.79472579999999),Kew High School,29
Balwyn North,2B Maylands Av,4,t,1450000.0,17/03/2018,3104,Southern Metropolitan,7809,9.7,Boroondara City Council,"2B Maylands Av,Balwyn North,3104,Victoria,Australia",-37.798382600000004,145.0679954,POINT (145.0679954 -37.7983826),Kew High School,29
Bulleen,2/16 Furneaux Gr,3,h,925000.0,17/03/2018,3105,Eastern Metropolitan,4480,10.8,Manningham City Council,"2/16 Furneaux Gr,Bulleen,3105,Victoria,Australia",-37.7778848,145.08911930000002,POINT (145.0891193 -37.7778848),Kew High School,29
Kew,6 Bowyer Av,5,h,3350000.0,17/03/2018,3101,Southern Metropolitan,10331,5.4,Boroondara City Council,"6 Bowyer Av,Kew,3101,Victoria,Australia",-37.806554,145.0553844,POINT (145.0553844 -37.806554),Kew High School,29
Kew,5 Bright St,4,h,1925000.0,17/03/2018,3101,Southern Metropolitan,10331,5.4,Boroondara City Council,"5 Bright St,Kew,3101,Victoria,Australia",-37.801495200000005,145.0435894,POINT (145.0435894 -37.80149520000001),Kew High School,29
Kew,29 Cecil St,4,h,1950000.0,17/03/2018,3101,Southern Metropolitan,10331,5.4,Boroondara City Council,"29 Cecil St,Kew,3101,Victoria,Australia",-37.8036267,145.0534053,POINT (145.0534053 -37.8036267),Kew High School,29
Kew,5 Majella Ct,3,h,3300000.0,17/03/2018,3101,Southern Metropolitan,10331,5.4,Boroondara City Council,"5 Majella Ct,Kew,3101,Victoria,Australia",-37.8059098,145.0578048,POINT (145.0578048 -37.8059098),Kew High School,29
Kew,18 Pakington St,5,h,2600000.0,17/03/2018,3101,Southern Metropolitan,10331,5.4,Boroondara City Council,"18 Pakington St,Kew,3101,Victoria,Australia",-37.7959155,145.03601880000002,POINT (145.0360188 -37.7959155),Kew High School,29
Kew,10/60 Princess St,2,u,490000.0,17/03/2018,3101,Southern Metropolitan,10331,5.4,Boroondara City Council,"10/60 Princess St,Kew,3101,Victoria,Australia",-37.7996977,145.03018480000003,POINT (145.0301848 -37.7996977),Kew High School,29
Kew,7 Thomas St,4,h,3900000.0,17/03/2018,3101,Southern Metropolitan,10331,5.4,Boroondara City Council,"7 Thomas St,Kew,3101,Victoria,Australia",-37.810340999999994,145.0493079,POINT (145.0493079 -37.81034099999999),Kew High School,29
Kew East,16 Frater St,3,h,1759000.0,17/03/2018,3102,Southern Metropolitan,2671,7.3,Boroondara City Council,"16 Frater St,Kew East,3102,Victoria,Australia",-37.790101,145.0612057,POINT (145.0612057 -37.790101),Kew High School,29
Kew East,2/8 Hamilton St,2,u,960000.0,17/03/2018,3102,Southern Metropolitan,2671,7.3,Boroondara City Council,"2/8 Hamilton St,Kew East,3102,Victoria,Australia",-37.7973848,145.047191,POINT (145.047191 -37.7973848),Kew High School,29
Kew East,65 Munro St,4,h,2400000.0,17/03/2018,3102,Southern Metropolitan,2671,7.3,Boroondara City Council,"65 Munro St,Kew East,3102,Victoria,Australia",-37.7902107,145.06252980000002,POINT (145.0625298 -37.7902107),Kew High School,29
Balwyn North,1/37 Aylmer St,3,u,1420000.0,17/06/2017,3104,Southern Metropolitan,7809,9.7,Boroondara City Council,"1/37 Aylmer St,Balwyn North,3104,Victoria,Australia",-37.792708000000005,145.06911730000002,POINT (145.0691173 -37.792708),Kew High School,29
Balwyn North,66 Ursa St,3,h,1490000.0,17/06/2017,3104,Southern Metropolitan,7809,9.7,Boroondara City Council,"66 Ursa St,Balwyn North,3104,Victoria,Australia",-37.7846081,145.0762004,POINT (145.0762004 -37.7846081),Kew High School,29
Ivanhoe East,12 Wilfred Rd,2,h,1853000.0,17/06/2017,3079,Eastern Metropolitan,1554,7.8,Banyule City Council,"12 Wilfred Rd,Ivanhoe East,3079,Victoria,Australia",-37.7749955,145.0534456,POINT (145.0534456 -37.7749955),Kew High School,29
Kew,871 Glenferrie Rd,5,h,3175000.0,17/06/2017,3101,Southern Metropolitan,10331,5.4,Boroondara City Council,"871 Glenferrie Rd,Kew,3101,Victoria,Australia",-37.808256799999995,145.03810259999997,POINT (145.0381026 -37.8082568),Kew High School,29
Kew,2/65 Parkhill Rd,3,t,1375000.0,17/06/2017,3101,Southern Metropolitan,10331,5.4,Boroondara City Council,"2/65 Parkhill Rd,Kew,3101,Victoria,Australia",-37.8043542,145.043038,POINT (145.043038 -37.8043542),Kew High School,29
Kew East,86 Kilby Rd,3,h,1975000.0,17/06/2017,3102,Southern Metropolitan,2671,7.3,Boroondara City Council,"86 Kilby Rd,Kew East,3102,Victoria,Australia",-37.79217020000001,145.05263300000001,POINT (145.052633 -37.79217020000001),Kew High School,29
Kew,3/37 Atkins St,2,t,672000.0,17/09/2016,3101,Southern Metropolitan,10331,5.4,Boroondara City Council,"3/37 Atkins St,Kew,3101,Victoria,Australia",-37.808499499999996,145.0449397,POINT (145.0449397 -37.8084995),Kew High School,29
Kew,4/13 Belmont Av,2,u,787000.0,17/09/2016,3101,Southern Metropolitan,10331,5.4,Boroondara City Council,"4/13 Belmont Av,Kew,3101,Victoria,Australia",-37.8082504,145.0424529,POINT (145.0424529 -37.8082504),Kew High School,29
Kew,56 Cecil St,4,h,2350000.0,17/09/2016,3101,Southern Metropolitan,10331,5.4,Boroondara City Council,"56 Cecil St,Kew,3101,Victoria,Australia",-37.8036267,145.0534053,POINT (145.0534053 -37.8036267),Kew High School,29
Kew,74 Gladstone St,2,h,1331000.0,17/09/2016,3101,Southern Metropolitan,10331,5.4,Boroondara City Council,"74 Gladstone St,Kew,3101,Victoria,Australia",-37.800627899999995,145.04101819999997,POINT (145.0410182 -37.80062789999999),Kew High School,29
Kew,21 Grandview Tce,4,h,1800000.0,17/09/2016,3101,Southern Metropolitan,10331,5.4,Boroondara City Council,"21 Grandview Tce,Kew,3101,Victoria,Australia",-37.793287,145.0351892,POINT (145.0351892 -37.793287),Kew High School,29
Kew,83 Normanby Rd,4,h,2513000.0,17/09/2016,3101,Southern Metropolitan,10331,5.4,Boroondara City Council,"83 Normanby Rd,Kew,3101,Victoria,Australia",-37.8019545,145.0550135,POINT (145.0550135 -37.8019545),Kew High School,29
Kew East,36 Belford Rd,4,h,1315000.0,17/09/2016,3102,Southern Metropolitan,2671,7.3,Boroondara City Council,"36 Belford Rd,Kew East,3102,Victoria,Australia",-37.7945362,145.04771409999998,POINT (145.0477141 -37.7945362),Kew High School,29
Kew East,29a Irymple Av,2,h,900000.0,17/09/2016,3102,Southern Metropolitan,2671,7.3,Boroondara City Council,"29a Irymple Av,Kew East,3102,Victoria,Australia",-37.7927888,145.0581585,POINT (145.0581585 -37.7927888),Kew High School,29
Kew East,2 Violet Gr,3,h,1750000.0,17/09/2016,3102,Southern Metropolitan,2671,7.3,Boroondara City Council,"2 Violet Gr,Kew East,3102,Victoria,Australia",-37.7996196,145.0578607,POINT (145.0578607 -37.7996196),Kew High School,29
Balwyn North,23 Maud St,2,h,1350000.0,18/03/2017,3104,Southern Metropolitan,7809,9.7,Boroondara City Council,"23 Maud St,Balwyn North,3104,Victoria,Australia",-37.794725799999995,145.067496,POINT (145.067496 -37.79472579999999),Kew High School,29
Balwyn North,21 Riverside Av,3,h,2086000.0,18/03/2017,3104,Southern Metropolitan,7809,9.7,Boroondara City Council,"21 Riverside Av,Balwyn North,3104,Victoria,Australia",-37.7900445,145.0669231,POINT (145.0669231 -37.7900445),Kew High School,29
Bulleen,7 Kampman St,4,h,1300000.0,18/03/2017,3105,Eastern Metropolitan,4480,10.8,Manningham City Council,"7 Kampman St,Bulleen,3105,Victoria,Australia",-37.7795436,145.0851945,POINT (145.0851945 -37.7795436),Kew High School,29
Eaglemont,24 Brooke St,2,h,2850000.0,18/03/2017,3084,Eastern Metropolitan,1651,8.9,Banyule City Council,"24 Brooke St,Eaglemont,3084,Victoria,Australia",-37.7665552,145.05970480000002,POINT (145.0597048 -37.7665552),Kew High School,29
Ivanhoe,3/11 Clark Rd,4,h,1950000.0,18/03/2017,3079,Eastern Metropolitan,5549,7.8,Banyule City Council,"3/11 Clark Rd,Ivanhoe,3079,Victoria,Australia",-37.7815641,145.0397081,POINT (145.0397081 -37.7815641),Kew High School,29
Kew,2A Churchill St,3,h,1476000.0,18/03/2017,3101,Southern Metropolitan,10331,5.4,Boroondara City Council,"2A Churchill St,Kew,3101,Victoria,Australia",-37.7986691,145.0447959,POINT (145.0447959 -37.7986691),Kew High School,29
Kew,31 Peel St,8,h,3130000.0,18/03/2017,3101,Southern Metropolitan,10331,5.4,Boroondara City Council,"31 Peel St,Kew,3101,Victoria,Australia",-37.7970994,145.0345174,POINT (145.0345174 -37.7970994),Kew High School,29
Kew East,17 Hamilton St,5,h,3028000.0,18/03/2017,3102,Southern Metropolitan,2671,7.3,Boroondara City Council,"17 Hamilton St,Kew East,3102,Victoria,Australia",-37.7973848,145.047191,POINT (145.047191 -37.7973848),Kew High School,29
Balwyn,2 Birtles Ct,5,h,3000000.0,18/06/2016,3103,Southern Metropolitan,5682,7.9,Boroondara City Council,"2 Birtles Ct,Balwyn,3103,Victoria,Australia",-37.8024033,145.06632209999998,POINT (145.0663221 -37.8024033),Kew High School,29
