,Company,Location,Salary,Job Title,Summary
1463,Evolution Recruitment Solutions,Eveleigh NSW,"$130,000 a year",Senior Frontend Developer,"You'll be working alongside other talented Software Engineers, Data Scientists, DevOps Engineers and Product People to build a product reached by millions of…"
1464,Talenza,Sydney NSW,,Technical Product Manager,"This fast growing Tech start up are making waves in the industry- You'll be joining a a group of talented Data Scientist, Engineers, Designers and Health…"
1465,Hyre Pty Ltd,Sydney NSW,,Support Lead - Up to $100K Package - Leading IoT Agritech.,"With the rapid advancements of modern technology, this company is blending IoT, machine learning neural nets, big data analytics and years of hands-on…"
1466,Mint Talent,Sydney NSW,,Senior Marketing Manager/Director at fast-growing Environmen...,"Built out and lead a marketing team and work with the entire team spanning from data scientists, engineers, sales and the founder and leadership team."
1467,Succession Recruitment Pty Ltd,Sydney NSW,,Senior Investments Analyst | Research Firm | Fixed Income fo...,"Proven Quantitative Research skills and experience manipulating and analyzing data. Our client has a proud record of analysis and advice, backed by depth of…"
1468,inDmand,Sydney NSW,,"Senior Analyst x2 (Actuarial/Pricing) with Machine Learning,...","Machine Learning techniques, AI, Data Science/Big Data approaches) in order to innovate from a Pricing perspective and deliver a competitive advantage to the…"
1469,Rio Tinto,Brisbane QLD,,Human Resources Data Scientist,"We are looking for two Human Resources Data Scientists to work within the HR function focusing on working with People data, while working closely with the data…"
1470,Rio Tinto,Brisbane QLD,,Lead - Human Resource Data Scientist,Lead - Human Resource Data Scientist. We are looking for a Lead - Human Resource Data Scientist to lead a small team of Data Scientists within the HR Function…
1471,Deloitte,Brisbane QLD,,Data Scientist,"Mentor a team of capable analysts and consultants to identify data gaps, automate data collection techniques, cleanse data and conduct quality checks at every…"
1472,Cover Genius,Sydney NSW,,Data Scientist,"We’re seeking a data scientist to help us take our BrightWrite product to the next level. As a data scientist, you should be comfortable talking about…"
1473,Rio Tinto,Brisbane QLD,,Human Resources Data Scientist,"We are looking for two Human Resources Data Scientists to work within the HR function focusing on working with People data, while working closely with the data…"
1474,Rio Tinto,Brisbane QLD,,Lead - Human Resource Data Scientist,Lead - Human Resource Data Scientist. We are looking for a Lead - Human Resource Data Scientist to lead a small team of Data Scientists within the HR Function…
1475,Deloitte,Brisbane QLD,,Data Scientist,"Mentor a team of capable analysts and consultants to identify data gaps, automate data collection techniques, cleanse data and conduct quality checks at every…"
1476,Cover Genius,Sydney NSW,,Data Scientist,"We’re seeking a data scientist to help us take our BrightWrite product to the next level. As a data scientist, you should be comfortable talking about…"
1477,Continuum Recruitment,Melbourne VIC,,Data Scientist,A strong knowledge of and experience using data visualisation tools in day to day work (e.g. Strong demonstrated experience with advanced data science analytic…
1478,News Corp Australia,Sydney Central Business District NSW,,Data Scientist,Provide data and analytical insights that can be leveraged across the consumer teams. Undertake proactive analysis of customer behaviour to produce data driven…
1479,Avenir Consulting,Sydney NSW,,FUND MANAGER Disruptive Technologies Research Analyst,Or in a related a Data or Product discipline. Strong financial & analytical skills to critically dissect data and develop detailed financial models to produce…
1480,MCS Consulting,Sydney NSW,,Senior Software Engineer – Embedded – Machine Learning,Product development using that research. See your research turn into real commercial products. The product research and development team of a prominent…
1481,Onset,Sydney NSW,,Full Stack Engineer,"As a Full Stack Developer, you'll be applying the best engineering practices across the business, collaborating with data scientists and lead developers to…"
1482,Macquarie Group Limited,Sydney NSW,,"Senior Manager, Balance Sheet and Statistical Reporting - Gr...","You will have knowledge of controls and managing risk associated with balance sheet and statistical reporting and engage and consult with the data team,…"
1483,Evolution Recruitment Solutions,Eveleigh NSW,"$130,000 a year",Senior Frontend Developer,"You'll be working alongside other talented Software Engineers, Data Scientists, DevOps Engineers and Product People to build a product reached by millions of…"
1484,Talenza,Sydney NSW,,Technical Product Manager,"This fast growing Tech start up are making waves in the industry- You'll be joining a a group of talented Data Scientist, Engineers, Designers and Health…"
1485,Hyre Pty Ltd,Sydney NSW,,Support Lead - Up to $100K Package - Leading IoT Agritech.,"With the rapid advancements of modern technology, this company is blending IoT, machine learning neural nets, big data analytics and years of hands-on…"
1486,Mint Talent,Sydney NSW,,Senior Marketing Manager/Director at fast-growing Environmen...,"Built out and lead a marketing team and work with the entire team spanning from data scientists, engineers, sales and the founder and leadership team."
1487,Succession Recruitment Pty Ltd,Sydney NSW,,Senior Investments Analyst | Research Firm | Fixed Income fo...,"Proven Quantitative Research skills and experience manipulating and analyzing data. Our client has a proud record of analysis and advice, backed by depth of…"
1488,inDmand,Sydney NSW,,"Senior Analyst x2 (Actuarial/Pricing) with Machine Learning,...","Machine Learning techniques, AI, Data Science/Big Data approaches) in order to innovate from a Pricing perspective and deliver a competitive advantage to the…"
1489,Avenir Consulting,Sydney NSW,,FUND MANAGER Disruptive Technologies Research Analyst,Or in a related a Data or Product discipline. Strong financial & analytical skills to critically dissect data and develop detailed financial models to produce…
1490,MCS Consulting,Sydney NSW,,Senior Software Engineer – Embedded – Machine Learning,Product development using that research. See your research turn into real commercial products. The product research and development team of a prominent…
1491,Onset,Sydney NSW,,Full Stack Engineer,"As a Full Stack Developer, you'll be applying the best engineering practices across the business, collaborating with data scientists and lead developers to…"
1492,Macquarie Group Limited,Sydney NSW,,"Senior Manager, Balance Sheet and Statistical Reporting - Gr...","You will have knowledge of controls and managing risk associated with balance sheet and statistical reporting and engage and consult with the data team,…"
1493,Evolution Recruitment Solutions,Eveleigh NSW,"$130,000 a year",Senior Frontend Developer,"You'll be working alongside other talented Software Engineers, Data Scientists, DevOps Engineers and Product People to build a product reached by millions of…"
1494,Talenza,Sydney NSW,,Technical Product Manager,"This fast growing Tech start up are making waves in the industry- You'll be joining a a group of talented Data Scientist, Engineers, Designers and Health…"
1495,Hyre Pty Ltd,Sydney NSW,,Support Lead - Up to $100K Package - Leading IoT Agritech.,"With the rapid advancements of modern technology, this company is blending IoT, machine learning neural nets, big data analytics and years of hands-on…"
1496,Mint Talent,Sydney NSW,,Senior Marketing Manager/Director at fast-growing Environmen...,"Built out and lead a marketing team and work with the entire team spanning from data scientists, engineers, sales and the founder and leadership team."
