,Company,Location,Salary,Job Title,Summary
2066,Peoplebank,Southbank VIC,,Data Analyst,Looking for an experienced Data Analyst to support the division responding to data requests and provide supporting analysis.
2067,Allianz,Sydney NSW,,Actuarial Analyst,"Updating models and data preparation. Supporting the development of more junior analysts, as appropriate. You will be the primary analyst on the team producing…"
2068,Rio Tinto,Brisbane QLD,,Analyst Project Data Management,Analyst – Project Data Management. We are looking for an Analyst – Project Data Management to join our Project Data and Document Management team to provide…
2069,Ignite,Melbourne VIC,$600 - $700 a day,Business Analyst,"5+ years’ experience in analysis, data management, reporting, change management and stakeholder engagement. Demonstrated experience as Analyst with ability to…"
2070,ANZ Banking Group,Melbourne VIC,,Data Analyst,"As the Data Analyst, you will work closely with Subject Matter Experts to understand the nature of data quality issues and initiatives and leverage technical…"
2071,AEIOU Foundation,Toowoomba QLD,,program_manager_behaviour_analyst,"Analyst (BCABA) will be considered. Conduct for Behaviour Analysts, and other. Certified Assistant Behaviour Analyst (BCaBA) will be considered."
2072,Ignite Specialist Recruitment Services,Adelaide SA,,Data Scientist,The Bespoke Data and Analytics Team is part of the Data Science and Engineering branch. Experience in database management and data retrieval.
2073,Carecone,Brisbane QLD,,Cyber Security Analyst,"Knowledge Identity and Access Management, Application Whitelisting and Data classification Methodologies. Must have valid working rights, No Sponsorship*."
2074,Hudson,Brisbane QLD,,Assistant Systems Analyst (eDRMS),Develop and implement data migration strategies and processes to ensure the accuracy and usability of migrated data transferred in and out of eDRMS.
2075,MasterCard,Sydney NSW,,"Senior Analyst, Business Analysis","Analyse business, data, and system interface requirements for roadmap features, system integrations, software maintenance items, or specific customer requests."
2076,HAYS,Melbourne City Centre VIC,,Reporting Analyst,"5+ years in a similar role ( Business Analyst, Reporting Analyst, Data Analyst ). Uncover insights and advise of recommendations to the business with your…"
2077,Wolters Kluwer,Macquarie Park NSW,,Market Research Analyst,"AUS-Macquarie Park-Talavera RoadMarket Research Analyst. Strong analytical skills, including the ability to process large amounts of data into actionable…"
2078,Australian Securities Exchange (ASX),Sydney NSW,,Principal Data Scientist," Gained a good level of knowledge in data structures, data mining, data transformation and data. The art big data platform?"
2079,Macquarie Group Limited,Sydney NSW,,Information Management/Data Management Business Analyst Exec...,"This will include understanding data usage across the Group, detailing data lineage and capturing data risks and control within the end-to-end data flow."
2080,Macquarie Group Limited,Sydney NSW,,Senior Quantitative Analyst - Market Risk,Previous experience as a Market Risk quantitative analyst on Fundamental Review of the Trading Book (FRTB) projects and good programming skills would be an…
2081,Rio Tinto,Perth WA,,Analyst Geoscientific Data Management - Resource Development...,Analyst Geoscientific Data Management - Resource Development - Perth. We are currently looking for an Analyst Geoscientific Data Management to provide data…
2082,Cognizant Technology Solutions,Melbourne VIC,"$90,000 - $110,000 a year",Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …"
2083,Peoplebank,Southbank VIC,,Data Analyst,Looking for an experienced Data Analyst to support the division responding to data requests and provide supporting analysis.
2084,Allianz,Sydney NSW,,Actuarial Analyst,"Updating models and data preparation. Supporting the development of more junior analysts, as appropriate. You will be the primary analyst on the team producing…"
2085,Rio Tinto,Brisbane QLD,,Analyst Project Data Management,Analyst – Project Data Management. We are looking for an Analyst – Project Data Management to join our Project Data and Document Management team to provide…
2086,Ignite,Melbourne VIC,$600 - $700 a day,Business Analyst,"5+ years’ experience in analysis, data management, reporting, change management and stakeholder engagement. Demonstrated experience as Analyst with ability to…"
2087,ANZ Banking Group,Melbourne VIC,,Data Analyst,"As the Data Analyst, you will work closely with Subject Matter Experts to understand the nature of data quality issues and initiatives and leverage technical…"
2088,AEIOU Foundation,Toowoomba QLD,,program_manager_behaviour_analyst,"Analyst (BCABA) will be considered. Conduct for Behaviour Analysts, and other. Certified Assistant Behaviour Analyst (BCaBA) will be considered."
2089,Ignite Specialist Recruitment Services,Adelaide SA,,Data Scientist,The Bespoke Data and Analytics Team is part of the Data Science and Engineering branch. Experience in database management and data retrieval.
2090,Carecone,Brisbane QLD,,Cyber Security Analyst,"Knowledge Identity and Access Management, Application Whitelisting and Data classification Methodologies. Must have valid working rights, No Sponsorship*."
2091,Hudson,Brisbane QLD,,Assistant Systems Analyst (eDRMS),Develop and implement data migration strategies and processes to ensure the accuracy and usability of migrated data transferred in and out of eDRMS.
2092,MasterCard,Sydney NSW,,"Senior Analyst, Business Analysis","Analyse business, data, and system interface requirements for roadmap features, system integrations, software maintenance items, or specific customer requests."
2093,HAYS,Melbourne City Centre VIC,,Reporting Analyst,"5+ years in a similar role ( Business Analyst, Reporting Analyst, Data Analyst ). Uncover insights and advise of recommendations to the business with your…"
2094,Wolters Kluwer,Macquarie Park NSW,,Market Research Analyst,"AUS-Macquarie Park-Talavera RoadMarket Research Analyst. Strong analytical skills, including the ability to process large amounts of data into actionable…"
2095,Australian Securities Exchange (ASX),Sydney NSW,,Principal Data Scientist," Gained a good level of knowledge in data structures, data mining, data transformation and data. The art big data platform?"
2096,Macquarie Group Limited,Sydney NSW,,Information Management/Data Management Business Analyst Exec...,"This will include understanding data usage across the Group, detailing data lineage and capturing data risks and control within the end-to-end data flow."
2097,Macquarie Group Limited,Sydney NSW,,Senior Quantitative Analyst - Market Risk,Previous experience as a Market Risk quantitative analyst on Fundamental Review of the Trading Book (FRTB) projects and good programming skills would be an…
2098,Rio Tinto,Perth WA,,Analyst Geoscientific Data Management - Resource Development...,Analyst Geoscientific Data Management - Resource Development - Perth. We are currently looking for an Analyst Geoscientific Data Management to provide data…
2099,Cognizant Technology Solutions,Melbourne VIC,"$90,000 - $110,000 a year",Data Analyst,"Good understanding of Data Analysis and data management. Solid SQL skill and be able analysis the data issue and root cause, as well as create complex queries …"
2100,Peoplebank,Southbank VIC,,Data Analyst,Looking for an experienced Data Analyst to support the division responding to data requests and provide supporting analysis.
2101,Allianz,Sydney NSW,,Actuarial Analyst,"Updating models and data preparation. Supporting the development of more junior analysts, as appropriate. You will be the primary analyst on the team producing…"
2102,AEIOU Foundation,Toowoomba QLD,,program_manager_behaviour_analyst,"Analyst (BCABA) will be considered. Conduct for Behaviour Analysts, and other. Certified Assistant Behaviour Analyst (BCaBA) will be considered."
2103,Ignite Specialist Recruitment Services,Adelaide SA,,Data Scientist,The Bespoke Data and Analytics Team is part of the Data Science and Engineering branch. Experience in database management and data retrieval.
